id,keyword,text,target,RoBERTa,Accuracy,
142,attack,Iâ€™ve never heard of a Honey-buzzard before. I had no idea they attack honey bees' nests for food.ðŸ˜³ðŸ¦… - ðŸŽ¥ Credit : Rahulâ€™s Wildscape/YT  https://t.co/b6DJclenkQ',0,0,1,
143,attack,Nearly 23 months after the attack .. a jury convicts two far-right group members of seditious conspiracy...   Of plotting to block the peaceful transfer of power in America   Quite a moment late today   ===&gt;',1,1,1,
144,attack,To the â€˜January 6th couldnâ€™t have been an insurrection because no one was even charged with sedition blah blahâ€¦â€™ folks.  Stewart Rhodes and Kelly Meggs were just CONVICTED of seditious conspiracy for their roles in the attack on the Capitol.  Awful quiet now ainâ€™t ya?',0,1,0,
145,attack,tf2 fans when they're having a fatal heart attack but they suddenly think of gay rule 34 with no punchline  https://t.co/KYUL5zTw85',0,0,1,
146,attack,The US Capitol Christmas tree was being lit by Speaker Nancy Pelosi as Oath Keepers founder Stewart Rhodes was being convicted of seditious conspiracy in the January 6 attack on the US Capitol. Perfect.',0,1,0,
147,attack,Havenâ€™t stopped thinking about this: â€œThe average American would not know that we get fired for going to the doctorâ€¦We have guys who were punished for taking time off for a heart attack and COVID. Itâ€™s inhumane.â€  https://t.co/9hLH68BdUm  https://t.co/VR1WLnt4Af',0,0,1,
148,attacked,"1.) A â€œ2016 election denierâ€ is not a thing. It has been established by every intelligence agency, the Senate Select Committee on Intelligence, and the Mueller Investigation that the 2016 election was â€œattacked in sweeping and systematic fashionâ€ by Russia to help Donald Trump  https://t.co/V8xpghbuIY'",0,1,0,
149,attacked,Dominik saying he attacked Rey Mysterio on Thanksgiving gif having his Christmas tree up too early is low key hilarious ðŸ˜‚ðŸ˜‚ðŸ˜‚ This guy might not be that bad after all  https://t.co/97O84mDgrj',0,0,1,
150,attacked,Dominik confirms he attacked Rey Mysterio on Thanksgiving for having his Christmas tree up too early ðŸ˜‚   https://t.co/faO2VnET56',0,0,1,
151,attacked,"NYC mother who slammed into BLM protesters refuses to take plea dealÂ  ""'My side of the story was we were attacked by people who were going to break my daughter's window and pull her out of the car, so I feared [for] my life,'""  https://t.co/y6vdzfC2kZ via @MailOnline'",0,1,0,
152,attacked,Today 83 years ago the Soviet Union attacked Finland. We fought back for 105 days in the Winter War. After a ceasefire we fought for our existence in the War of Continuation. We survived. Freedom prevailed. Ukraine will survive. Freedom will win. #SlavaUkraini',1,1,1,
153,attacked,"In 1757 With 40,000 strong army Invader Abdali attacked Gokul Dham Mathura and Krishna Mandir but badly defeated by 4000 naga sadhus as they expel abdali from Mathura, 2000 sadhus sacrificed their lives to protect dharma over evil  No History books told us the valor of Nagas..  https://t.co/kaQHRea4Zw'",1,1,1,
154,attacked,"If I used the word â€œcripplesâ€ on tv, Iâ€™d fully expect to be called out and shamed for using the word which offends so many with disabilities, yet Iâ€™ve highlighted Miriam Margolyes using it MULTIPLE times on #ThisMorning and Iâ€™m being attacked by some?  You people are twisted.'",0,0,1,
155,attacked,"Of course, we didn't actually invade Finland. We ""assisted"" the new ""legitimate government"" who ""asked"" for help after tiny Finland agressively attacked USSR just as our army was peacefully massed on their previous border in attack formation.'",1,1,1,
156,attacked,Marcus Rashford scored two brilliant goals last night yet heâ€™s still getting attacked by the media. Theyâ€™ve got such a horrible agenda.  https://t.co/nUziUWgUYW',0,0,1,
157,attacked,"Assam | A mob of students of class 10th-11th attacked a 5-month pregnant History teacher in Jawahar Navodaya Vidyalaya in Dibrugarh on Nov 27 as she complained to the parents of one of the students pertaining to his poor performance during the PTM: Principal, JNV, Dibrugarh  https://t.co/KqLY6Lf1n1'",1,0,0,
158,attacked,"The Winter War began on 30 November 1939, when the Soviet Union attacked Finland without declaring war.  The fighting lasted 105 days. Tens of thousands sacrificed their lives so that we could celebrate 105 years of independence on 6 December.  #OnThisDay  https://t.co/7xYOTpjlTw'",1,1,1,
159,attacked,"The entrepreneurial capitalist is attacked as a monopolist, while the corporate monopolist is defended as a capitalist.  Abolish the self-made billionaires...but Apple is a private company, so it can do what it wants...'",0,0,1,
160,attacked,"WOW: JetBlue just hired John Perrys, a felon who entered a judgeâ€™s home and attacked his daughter with a metal baton, but still refuses to hire unvaccinated applicants.  Apparently JetBlue believes violent felons are more fit to fly their planes than the unvaccinated.  Awful.'",0,0,1,
161,attacked,"Today 83 years ago Russia attacked us as it attacked to Ukraine in Feb 2022. We hold the line 105 days, and stayed free western civilized nation not resigning ourselves to Kremlin dictator. Hope that Ukrainians also hold the line. Slava Ukraini  https://t.co/NVA4sp4HdD'",1,1,1,
162,attacked,"After the Islamic regime's team lost against USA today, Iranian regime supporters attacked fans with #WomenLifeFreedom shirts outside the stadium. Qatari police did nothing, except detain a foreign journalist who filmed the attacks  Shame on #Qatar  #FIFAWorldCup #IranRevolution  https://t.co/lBya7nP3jJ'",1,1,1,
163,attacked,"@RasmusTantholdt @FIFAWorldCup in Qatar After the game between Iran and America Mercenaries of the Iranian regime attacked people Because it was written on the T-shirt ""Woman... Life... Freedom"" They are not safe there And the Qatari police is just an observer @JasonMBrodsky   Please be responsive #MahsaAmini  https://t.co/RmwEumfq8a'",0,1,0,
164,attacked,"Probably not smart to say this but I'm not going to be attacked based on my character  I have no stake in this, if I think Panda is a piece of shit org and there was malicious intent, I'm gone  I'm going to do my best to make an educated decision and do right by melee'",0,0,1,
165,attacked,"@jasondebolt Several other major Democrat politicians attacked me too, all around the same time. It was coordinated.  Outside of party leadership and independents like Manchin, they are essentially actors on the political stage, not directors or script writers.'",0,0,1,
166,attacked,Iranians with #WomanLifeFreedom t-shirts attacked after #USAvIRN @FIFAWorldCup  https://t.co/Esruwi3LoO',0,0,1,
167,attacked,"Elon wasnâ€™t super political on Twitter until Bernie Sanders, Elizabeth Warren started attacking him for no reason. Then others followed. Of all the dudes they could have attacked, they chose the guy most capable of helping government solve problems. Strange choice.'",0,0,1,
168,attacked,So now Iâ€™m detained by Qatari Police for filming Iranians who was attacked by pro government Iranians.',1,1,1,
169,attacked,The government does nothing to help you. Media pretends you donâ€™t exist. The entire world moves on without you &amp; your family. Youâ€™re no longer welcome in society because you serve as a constant reminder all is not well. Youâ€™re attacked for taking precautions. You have no place.',0,0,1,
170,attacked,"3 years later, 25M+ people have the same disease in your country alone. Theyâ€™re attacked, shamed, &amp; humiliated when they discuss it. Billionaires &amp; corporations spend money to convince the public they CANâ€™T get your disease, &amp; folks resume normal life while getting sick &amp; dying.'",0,0,1,
171,attacked,"""No one thought that when we attacked Ukraine (and Ukraine is Russia), all those countries would start sending heavy weapons in response. It was an unpleasant surprise for us"", - Elena Drapeko, member of Russian Parliament.  https://t.co/zgLgcj1An6'",1,1,1,
172,avalanche,GMðŸ”º! Weâ€™re excited to share that @avalancheavax #Avalanche is officially live on OpenSea!!  https://t.co/3nDP3zQGAx',0,0,1,
173,avalanche,"Amused at reactions of some to @zoo_bear and @free_thinker on the Nobel favourites list. 'No its not a nomination.' 'No it's not this, no it's not that.' An avalanche of sheer envy. Fact that @AltNews globally recognised and named as a potential Nobel winner is itself an honour.'",0,0,1,
174,battle,Two warriors went to battle âš”ï¸  https://t.co/VDds0aOPwL',1,0,0,
175,battle,BREAKING: Six years of former President Trumpâ€™s tax returns are now in the hands of House Democrats after a multiyear court battle.  https://t.co/4c0JLb8HNy',0,0,1,
176,battle,Ukrainian defenders continue to bravely defend the surroundings of Bakhmut.  Unfortunately this comes at a great  cost of life in certain areas.  Please pass a thought to the brave men and women in battle right now.',1,1,1,
177,battle,"Consider this your invitation to the Club for All.   Starting tomorrow, the ultimate super team will come together to dominate the pitch AND the battle as Fortnite Football Club. Read more:  https://t.co/JlWfb0smhp  https://t.co/K8wsh7umVR'",0,0,1,
178,battle,ðŸ‡µðŸ‡± Lewandowski vs Messi ðŸ‡¦ðŸ‡·   A battle between the current and former #TheBest winners! ðŸ¤©',0,0,1,
179,battle,Sungjin vs. Gunil Again &amp; Again dance battle  https://t.co/caFB4r9jeC',0,0,1,
180,battle,every day is just a battle to get to friendly happy silly night  https://t.co/SAAUcZPsAl',0,0,1,
181,battle,"Luke Shaw has confirmed his Grandmother passed away after a battle with cancer shortly before Englandâ€™s opening game against Iran.  The manager offered him time off but Shaw wanted to play, he wanted to give his all for his country.  Incredible bravery and commitment. ðŸ‘  https://t.co/b3Y6UB0Zc9'",0,0,1,
182,battle,An amazing footage of the battle of our soldiers near the Antonovsky bridge  https://t.co/7nhUHs2ADC',1,1,1,
183,battle,"Much of the battle for Bakhmut is fought underground, in bunkers where Ukrainian solders use real-time feeds from consumer drones to direct artillery attacks.  https://t.co/EIn23L7qfY'",1,1,1,
184,battle,Russian battle mage ðŸ§™â€â™‚ï¸ ðŸª„somewhere in the Oleshky forest of Kherson region  https://t.co/vCvJqZSItq',1,0,0,
185,battle,"When the cameras sprayed the Iranian fans today in the US-Iran match, I didn't see a single woman veiled. The IRI mullahs have lost the ""hearts and minds"" battle. It's only a matter of time until their regime crumbles. The sooner, the better.'",0,0,1,
186,battle,#Varisu - The promotion battle has just begun !  https://t.co/WeuT16TNED',0,0,1,
187,battle,â—¢â—¤â—¢â—¤â—¢â—¤â—¢â—¤â—¢â—¤â—¢â—¤  DRAGON BALL Games        Battle Hour 2023 â—¢â—¤â—¢â—¤â—¢â—¤â—¢â—¤â—¢â—¤â—¢â—¤  The celebration for #dragonball fans is back!  Special Broadcast: Dec. 3rd 15:00 (PST) Dec. 3rd 18:00 (EST) Dec. 4th 00:00 (CET)  ðŸŒMore info here!  https://t.co/cYJq3nvlH4  #battlehour  https://t.co/IwhrsCTdpi',0,0,1,
188,bioterror,"New: The US was completely unprepared for a slowly creeping pandemicâ€”let alone a biological attack that would overwhelm it all at once. â€œWhen one thinks about what a bioterror attack would look likeâ€”it is crystal clear we're not even close to being ready.""  https://t.co/ZBslZZvMn4'",1,1,1,
